Index,QuestionSummary,Wave,QuestionPart1,QuestionPart2,Responses,ItemCode,Subject,Scale,Subscale,ScaleItem,Domain,ScaleName,MoBaQ,TimePoint,QCode,Rater,Timing,QuestionParentheses
2199,List statements describing childrens behavior manner age 5 features temporary continue period time extents statements true childs behavior months fears animals situation,Q07,The following list contains statements describing childrens behavior and manner from the age of 5 some of these features are temporary while others continue for a longer period of time to what extents are the following statements true of your childs behavior during the last two months,Fears certain animals situation or places,Rarely or never;Sometimes;Often or typical,LL312,Child,CBCL,"",CBCL32,General,ChildBehaviourCheckList,Q5yrs,Ch05Y,LL,Mother,During the last two months,""
2200,List statements describing childrens behavior manner age 5 features temporary continue period time extents statements true childs behavior months fights,Q07,The following list contains statements describing childrens behavior and manner from the age of 5 some of these features are temporary while others continue for a longer period of time to what extents are the following statements true of your childs behavior during the last two months,Gets in many fights,Rarely or never;Sometimes;Often or typical,LL313,Child,CBCL,Externalizing,CBCL35,Behaviour,ChildBehaviourCheckList,Q5yrs,Ch05Y,LL,Mother,During the last two months,""
2202,List statements describing childrens behavior manner age 5 features temporary continue period time extents statements true childs behavior months,Q07,The following list contains statements describing childrens behavior and manner from the age of 5 some of these features are temporary while others continue for a longer period of time to what extents are the following statements true of your childs behavior during the last two months,Gets into everything,Rarely or never;Sometimes;Often or typical,LL314,Child,CBCL,Adhd,CBCL36,ADHD,ChildBehaviourCheckList,Q5yrs,Ch05Y,LL,Mother,During the last two months,""
2204,List statements describing childrens behavior manner age 5 features temporary continue period time extents statements true childs behavior months upset separated parents,Q07,The following list contains statements describing childrens behavior and manner from the age of 5 some of these features are temporary while others continue for a longer period of time to what extents are the following statements true of your childs behavior during the last two months,Gets too upset when separated from parents,Rarely or never;Sometimes;Often or typical,LL315,Child,CBCL,Internalizing,CBCL37,Emotion,ChildBehaviourCheckList,Q5yrs,Ch05Y,LL,Mother,During the last two months,""
2206,List statements describing childrens behavior manner age 5 features temporary continue period time extents statements true childs behavior months hits,Q07,The following list contains statements describing childrens behavior and manner from the age of 5 some of these features are temporary while others continue for a longer period of time to what extents are the following statements true of your childs behavior during the last two months,Hits others,Rarely or never;Sometimes;Often or typical,LL316,Child,CBCL,Externalizing,CBCL40,Behaviour,ChildBehaviourCheckList,Q5yrs,Ch05Y,LL,Mother,During the last two months,""
2208,List statements describing childrens behavior manner age 5 features temporary continue period time extents statements true childs behavior months nervous strung tense,Q07,The following list contains statements describing childrens behavior and manner from the age of 5 some of these features are temporary while others continue for a longer period of time to what extents are the following statements true of your childs behavior during the last two months,Nervous high strung or tense,Rarely or never;Sometimes;Often or typical,LL317,Child,CBCL,Internalizing,CBCL47,Emotion,ChildBehaviourCheckList,Q5yrs,Ch05Y,LL,Mother,During the last two months,""
2210,List statements describing childrens behavior manner age 5 features temporary continue period time extents statements true childs behavior months punishment doesnt change behavior,Q07,The following list contains statements describing childrens behavior and manner from the age of 5 some of these features are temporary while others continue for a longer period of time to what extents are the following statements true of your childs behavior during the last two months,Punishment doesnt change their behavior,Rarely or never;Sometimes;Often or typical,LL318,Child,CBCL,Externalizing,CBCL58,Behaviour,ChildBehaviourCheckList,Q5yrs,Ch05Y,LL,Mother,During the last two months,""
2212,List statements describing childrens behavior manner age 5 features temporary continue period time extents statements true childs behavior months quickly shifts activity,Q07,The following list contains statements describing childrens behavior and manner from the age of 5 some of these features are temporary while others continue for a longer period of time to what extents are the following statements true of your childs behavior during the last two months,Quickly shifts from one activity to another,Rarely or never;Sometimes;Often or typical,LL319,Child,CBCL,Adhd,CBCL59,ADHD,ChildBehaviourCheckList,Q5yrs,Ch05Y,LL,Mother,During the last two months,""
2215,List statements describing childrens behavior manner age 5 features temporary continue period time extents statements true childs behavior months stomach aches cramps medical,Q07,The following list contains statements describing childrens behavior and manner from the age of 5 some of these features are temporary while others continue for a longer period of time to what extents are the following statements true of your childs behavior during the last two months,Stomach aches or cramps without medical cause,Rarely or never;Sometimes;Often or typical,LL320,Child,CBCL,Internalizing,CBCL78,Emotion,ChildBehaviourCheckList,Q5yrs,Ch05Y,LL,Mother,During the last two months,""
2217,List statements describing childrens behavior manner age 5 features temporary continue period time extents statements true childs behavior months fearful anxious,Q07,The following list contains statements describing childrens behavior and manner from the age of 5 some of these features are temporary while others continue for a longer period of time to what extents are the following statements true of your childs behavior during the last two months,Too fearful or anxious,Rarely or never;Sometimes;Often or typical,LL321,Child,CBCL,Internalizing,CBCL87,Emotion,ChildBehaviourCheckList,Q5yrs,Ch05Y,LL,Mother,During the last two months,""
2219,List statements describing childrens behavior manner age 5 features temporary continue period time extents statements true childs behavior months unhappy sad depressed,Q07,The following list contains statements describing childrens behavior and manner from the age of 5 some of these features are temporary while others continue for a longer period of time to what extents are the following statements true of your childs behavior during the last two months,Unhappy sad or depressed,Rarely or never;Sometimes;Often or typical,LL322,Child,CBCL,Internalizing,CBCL90,Emotion,ChildBehaviourCheckList,Q5yrs,Ch05Y,LL,Mother,During the last two months,""
2221,List statements describing childrens behavior manner age 5 features temporary continue period time extents statements true childs behavior months vomiting throwing medical,Q07,The following list contains statements describing childrens behavior and manner from the age of 5 some of these features are temporary while others continue for a longer period of time to what extents are the following statements true of your childs behavior during the last two months,Vomiting throwing up without medical cause,Rarely or never;Sometimes;Often or typical,LL323,Child,CBCL,Internalizing,CBCL93,Emotion,ChildBehaviourCheckList,Q5yrs,Ch05Y,LL,Mother,During the last two months,""
2223,List statements describing childrens behavior manner age 5 features temporary continue period time extents statements true childs behavior months poorly coordinated clumsy,Q07,The following list contains statements describing childrens behavior and manner from the age of 5 some of these features are temporary while others continue for a longer period of time to what extents are the following statements true of your childs behavior during the last two months,Poorly coordinated or clumsy,Rarely or never;Sometimes;Often or typical,LL324,Child,CBCL,Externalizing,CBCL56,Behaviour,ChildBehaviourCheckList,Q5yrs,Ch05Y,LL,Mother,During the last two months,""
2226,List statements describing childrens behavior manner age 5 features temporary continue period time extents statements true childs behavior months feelings easily hurt,Q07,The following list contains statements describing childrens behavior and manner from the age of 5 some of these features are temporary while others continue for a longer period of time to what extents are the following statements true of your childs behavior during the last two months,Feelings are easily hurt,Rarely or never;Sometimes;Often or typical,LL504,Child,CBCL,Internalizing,CBCL33,Emotion,ChildBehaviourCheckList,Q5yrs,Ch05Y,LL,Mother,During the last two months,""
